id,scope,representation,family,params,status,warning,bic,aic,k,coverage,min_size,max_size,silhouette,ref_silhouette,db,ch,penalized,eligible
429,behavior,behavior/minmax/cat=0.5,HDBSCAN,"{""cluster_selection_method"": ""eom"", ""min_cluster_size"": 5, ""min_samples"": 3}",ok,,,,8,0.905,5,79,0.484213740895176,0.48285941064547977,0.6019332623905168,223.20247389938956,0.3878594106454798,True
430,behavior,behavior/minmax/cat=0.5,HDBSCAN,"{""cluster_selection_method"": ""leaf"", ""min_cluster_size"": 5, ""min_samples"": 3}",ok,,,,15,0.775,5,24,0.42273111996929136,0.43131484328932757,0.7248654068414822,275.1722961786238,0.2063148432893276,False
431,behavior,behavior/minmax/cat=0.5,HDBSCAN,"{""cluster_selection_method"": ""eom"", ""min_cluster_size"": 5, ""min_samples"": 5}",ok,,,,6,0.865,5,85,0.5789213783400312,0.5720381349359466,0.4847883557283596,249.5547543713119,0.43703813493594657,False
432,behavior,behavior/minmax/cat=0.5,HDBSCAN,"{""cluster_selection_method"": ""leaf"", ""min_cluster_size"": 5, ""min_samples"": 5}",ok,,,,11,0.555,5,15,0.5387294545439404,0.5395799508588079,0.5945878607834092,385.7292454087957,0.09457995085880799,False
433,behavior,behavior/minmax/cat=0.5,HDBSCAN,"{""cluster_selection_method"": ""eom"", ""min_cluster_size"": 5, ""min_samples"": 10}",ok,,,,5,0.76,8,83,0.6293689973268709,0.6217597476793856,0.44407938974285566,263.0026201565411,0.3817597476793856,False
434,behavior,behavior/minmax/cat=0.5,HDBSCAN,"{""cluster_selection_method"": ""leaf"", ""min_cluster_size"": 5, ""min_samples"": 10}",ok,,,,7,0.45,6,23,0.5907681044960691,0.5946336178839018,0.4851310635771247,306.0057685581901,0.044633617883901744,False
435,behavior,behavior/minmax/cat=0.5,HDBSCAN,"{""cluster_selection_method"": ""eom"", ""min_cluster_size"": 10, ""min_samples"": 3}",ok,,,,5,0.945,12,96,0.5445042297348375,0.5318122680553301,0.5437828889176484,220.61800502256617,0.47681226805533006,True
436,behavior,behavior/minmax/cat=0.5,HDBSCAN,"{""cluster_selection_method"": ""leaf"", ""min_cluster_size"": 10, ""min_samples"": 3}",ok,,,,9,0.705,10,31,0.4627817123634942,0.4705240606396119,0.6683789825391,371.71437749824054,0.17552406063961185,False
437,behavior,behavior/minmax/cat=0.5,HDBSCAN,"{""cluster_selection_method"": ""eom"", ""min_cluster_size"": 10, ""min_samples"": 5}",ok,,,,5,0.875,11,92,0.5814939108439025,0.5681859220200212,0.49549938975998103,236.84832527458593,0.44318592202002116,False
438,behavior,behavior/minmax/cat=0.5,HDBSCAN,"{""cluster_selection_method"": ""leaf"", ""min_cluster_size"": 10, ""min_samples"": 5}",ok,,,,6,0.675,11,38,0.5636227750592815,0.5749412403605264,0.48227868312238004,346.0173921966585,0.24994124036052645,False
439,behavior,behavior/minmax/cat=0.5,HDBSCAN,"{""cluster_selection_method"": ""eom"", ""min_cluster_size"": 10, ""min_samples"": 10}",ok,,,,4,0.775,11,94,0.5770226577310996,0.5712133913759797,0.5331197181519043,171.69187951648055,0.34621339137597973,False
440,behavior,behavior/minmax/cat=0.5,HDBSCAN,"{""cluster_selection_method"": ""leaf"", ""min_cluster_size"": 10, ""min_samples"": 10}",ok,,,,4,0.775,11,94,0.5770226577310996,0.5712133913759797,0.5331197181519043,171.69187951648055,0.34621339137597973,False
441,behavior,behavior/minmax/cat=0.5,HDBSCAN,"{""cluster_selection_method"": ""eom"", ""min_cluster_size"": 15, ""min_samples"": 3}",ok,,,,4,0.885,18,96,0.5579730239372531,0.5438260517448539,0.5673101418240607,227.11370851565295,0.4288260517448539,False
442,behavior,behavior/minmax/cat=0.5,HDBSCAN,"{""cluster_selection_method"": ""leaf"", ""min_cluster_size"": 15, ""min_samples"": 3}",ok,,,,5,0.77,18,49,0.49600239282924996,0.5109996044339663,0.6077548217647998,301.84706999612604,0.2809996044339663,False
443,behavior,behavior/minmax/cat=0.5,HDBSCAN,"{""cluster_selection_method"": ""eom"", ""min_cluster_size"": 15, ""min_samples"": 5}",ok,,,,3,0.83,25,108,0.5311047242747846,0.5290264156890171,0.6027995662342737,173.79623366945614,0.35902641568901705,False
444,behavior,behavior/minmax/cat=0.5,HDBSCAN,"{""cluster_selection_method"": ""leaf"", ""min_cluster_size"": 15, ""min_samples"": 5}",ok,,,,3,0.83,25,108,0.5311047242747846,0.5290264156890171,0.6027995662342737,173.79623366945614,0.35902641568901705,False
445,behavior,behavior/minmax/cat=0.5,HDBSCAN,"{""cluster_selection_method"": ""eom"", ""min_cluster_size"": 15, ""min_samples"": 10}",ok,,,,3,0.72,22,94,0.5790628716498454,0.5732597692527313,0.5544604814659565,184.27151068353666,0.29325976925273123,False
446,behavior,behavior/minmax/cat=0.5,HDBSCAN,"{""cluster_selection_method"": ""leaf"", ""min_cluster_size"": 15, ""min_samples"": 10}",ok,,,,3,0.72,22,94,0.5790628716498454,0.5732597692527313,0.5544604814659565,184.27151068353666,0.29325976925273123,False
447,behavior,behavior/minmax/cat=0.5,HDBSCAN,"{""cluster_selection_method"": ""eom"", ""min_cluster_size"": 20, ""min_samples"": 3}",ok,,,,3,0.945,27,126,0.449570046888394,0.4622877730589576,0.6651503822216139,138.23680593090572,0.4072877730589575,True
448,behavior,behavior/minmax/cat=0.5,HDBSCAN,"{""cluster_selection_method"": ""leaf"", ""min_cluster_size"": 20, ""min_samples"": 3}",ok,,,,4,0.68,24,49,0.4886005532250317,0.50498770174831,0.6399720706120464,292.31554770791286,0.18498770174831003,False
449,behavior,behavior/minmax/cat=0.5,HDBSCAN,"{""cluster_selection_method"": ""eom"", ""min_cluster_size"": 20, ""min_samples"": 5}",ok,,,,3,0.83,25,108,0.5311047242747846,0.5290264156890171,0.6027995662342737,173.79623366945614,0.35902641568901705,False
450,behavior,behavior/minmax/cat=0.5,HDBSCAN,"{""cluster_selection_method"": ""leaf"", ""min_cluster_size"": 20, ""min_samples"": 5}",ok,,,,3,0.83,25,108,0.5311047242747846,0.5290264156890171,0.6027995662342737,173.79623366945614,0.35902641568901705,False
451,behavior,behavior/minmax/cat=0.5,HDBSCAN,"{""cluster_selection_method"": ""eom"", ""min_cluster_size"": 20, ""min_samples"": 10}",ok,,,,3,0.72,22,94,0.5790628716498454,0.5732597692527313,0.5544604814659565,184.27151068353666,0.29325976925273123,False
452,behavior,behavior/minmax/cat=0.5,HDBSCAN,"{""cluster_selection_method"": ""leaf"", ""min_cluster_size"": 20, ""min_samples"": 10}",ok,,,,3,0.72,22,94,0.5790628716498454,0.5732597692527313,0.5544604814659565,184.27151068353666,0.29325976925273123,False
453,behavior,behavior/minmax/cat=0.5,OPTICS,"{""min_cluster_size"": 0.05, ""min_samples"": 5, ""xi"": 0.03}",ok,,,,8,0.545,10,18,0.6198451877551502,0.60978501667061,0.5019052682283831,412.57292088297044,0.15478501667061006,False
